duration,month,hour,day_of_week,user_type
4.35,3,,Thursday,Subscriber
8.8,3,,Thursday,Subscriber
10.7,3,,Thursday,Subscriber
9.483333333333333,3,,Thursday,Subscriber
14.4,3,,Thursday,Subscriber
42.6,3,,Thursday,Customer
5.433333333333334,3,,Thursday,Subscriber
16.516666666666666,3,,Thursday,Subscriber
4.65,3,,Thursday,Subscriber
2.816666666666667,3,,Thursday,Subscriber
7.516666666666667,3,,Thursday,Subscriber
10.55,3,,Thursday,Subscriber
21.7,3,,Thursday,Subscriber
12.066666666666666,3,,Thursday,Subscriber
13.25,3,,Thursday,Subscriber
18.0,3,,Thursday,Subscriber
7.033333333333333,3,,Thursday,Subscriber
20.916666666666668,3,,Thursday,Customer
9.333333333333334,3,,Thursday,Subscriber
3.3666666666666667,3,,Thursday,Subscriber
7.483333333333333,3,,Thursday,Subscriber
6.883333333333334,3,,Thursday,Subscriber
2.45,3,,Thursday,Subscriber
3.45,3,,Thursday,Subscriber
7.533333333333333,3,,Thursday,Subscriber
11.833333333333334,3,,Thursday,Subscriber
6.983333333333333,3,,Thursday,Subscriber
7.516666666666667,3,,Thursday,Subscriber
6.783333333333333,3,,Thursday,Subscriber
9.833333333333334,3,,Thursday,Subscriber
17.9,3,,Wednesday,Subscriber
17.216666666666665,3,,Wednesday,Subscriber
12.333333333333334,3,,Wednesday,Subscriber
11.45,3,,Wednesday,Subscriber
3.3333333333333335,3,,Wednesday,Subscriber
10.366666666666667,3,,Wednesday,Subscriber
14.05,3,,Wednesday,Subscriber
10.383333333333333,3,,Wednesday,Subscriber
6.5,3,,Wednesday,Subscriber
24.75,3,,Wednesday,Subscriber
6.833333333333333,3,,Wednesday,Subscriber
10.633333333333333,3,,Wednesday,Subscriber
5.5,3,,Wednesday,Subscriber
2.3333333333333335,3,,Wednesday,Subscriber
6.016666666666667,3,,Wednesday,Subscriber
16.05,3,,Wednesday,Subscriber
9.9,3,,Wednesday,Subscriber
18.9,3,,Wednesday,Subscriber
10.333333333333334,3,,Wednesday,Subscriber
2.45,3,,Wednesday,Subscriber
22.133333333333333,3,,Wednesday,Subscriber
5.75,3,,Wednesday,Customer
5.783333333333333,3,,Wednesday,Subscriber
7.65,3,,Wednesday,Subscriber
20.866666666666667,3,,Wednesday,Subscriber
12.383333333333333,3,,Wednesday,Subscriber
3.5833333333333335,3,,Wednesday,Subscriber
3.35,3,,Wednesday,Subscriber
5.45,3,,Wednesday,Subscriber
11.283333333333333,3,,Wednesday,Subscriber
9.733333333333333,3,,Wednesday,Subscriber
16.25,3,,Wednesday,Subscriber
9.583333333333334,3,,Wednesday,Subscriber
3.0,3,,Wednesday,Subscriber
9.083333333333334,3,,Wednesday,Subscriber
4.883333333333334,3,,Wednesday,Subscriber
10.333333333333334,3,,Wednesday,Subscriber
6.366666666666666,3,,Wednesday,Subscriber
35.78333333333333,3,,Wednesday,Customer
2.6,3,,Wednesday,Subscriber
11.25,3,,Wednesday,Subscriber
11.533333333333333,3,,Wednesday,Subscriber
27.65,3,,Wednesday,Customer
10.283333333333333,3,,Wednesday,Subscriber
4.7,3,,Wednesday,Subscriber
12.016666666666667,3,,Wednesday,Subscriber
10.533333333333333,3,,Wednesday,Subscriber
10.783333333333333,3,,Wednesday,Subscriber
40.583333333333336,3,,Wednesday,Customer
14.416666666666666,3,,Wednesday,Subscriber
12.95,3,,Wednesday,Subscriber
8.0,3,,Wednesday,Customer
10.916666666666666,3,,Wednesday,Subscriber
16.366666666666667,3,,Wednesday,Customer
18.35,3,,Wednesday,Subscriber
9.966666666666667,3,,Wednesday,Subscriber
5.983333333333333,3,,Wednesday,Subscriber
5.633333333333334,3,,Wednesday,Subscriber
3.316666666666667,3,,Wednesday,Subscriber
14.95,3,,Wednesday,Subscriber
19.15,3,,Wednesday,Subscriber
5.6,3,,Wednesday,Subscriber
50.6,3,,Wednesday,Customer
10.65,3,,Wednesday,Subscriber
5.283333333333333,3,,Wednesday,Subscriber
20.533333333333335,3,,Wednesday,Subscriber
12.183333333333334,3,,Wednesday,Subscriber
4.816666666666666,3,,Wednesday,Subscriber
15.316666666666666,3,,Wednesday,Subscriber
7.266666666666667,3,,Wednesday,Subscriber
5.683333333333334,3,,Wednesday,Subscriber
13.233333333333333,3,,Wednesday,Subscriber
10.566666666666666,3,,Wednesday,Subscriber
4.516666666666667,3,,Wednesday,Customer
7.566666666666666,3,,Wednesday,Customer
16.883333333333333,3,,Wednesday,Customer
22.916666666666668,3,,Wednesday,Subscriber
3.4166666666666665,3,,Wednesday,Subscriber
21.666666666666668,3,,Wednesday,Subscriber
3.45,3,,Wednesday,Subscriber
6.6,3,,Wednesday,Subscriber
6.6,3,,Wednesday,Subscriber
19.4,3,,Wednesday,Subscriber
4.216666666666667,3,,Wednesday,Subscriber
28.383333333333333,3,,Wednesday,Subscriber
22.566666666666666,3,,Wednesday,Customer
38.233333333333334,3,,Wednesday,Customer
3.65,3,,Wednesday,Subscriber
1.5,3,,Wednesday,Subscriber
7.316666666666666,3,,Wednesday,Subscriber
2.566666666666667,3,,Wednesday,Subscriber
9.033333333333333,3,,Wednesday,Subscriber
18.583333333333332,3,,Wednesday,Subscriber
12.666666666666666,3,,Wednesday,Subscriber
5.333333333333333,3,,Wednesday,Subscriber
5.033333333333333,3,,Wednesday,Subscriber
11.55,3,,Wednesday,Subscriber
8.666666666666666,3,,Wednesday,Subscriber
5.6,3,,Wednesday,Subscriber
11.7,3,,Wednesday,Subscriber
5.3,3,,Wednesday,Subscriber
13.633333333333333,3,,Wednesday,Subscriber
3.3833333333333333,3,,Wednesday,Subscriber
7.516666666666667,3,,Wednesday,Subscriber
7.4,3,,Wednesday,Subscriber
9.7,3,,Wednesday,Subscriber
2.3833333333333333,3,,Wednesday,Subscriber
5.25,3,,Wednesday,Subscriber
4.383333333333334,3,,Wednesday,Subscriber
4.166666666666667,3,,Wednesday,Subscriber
10.2,3,,Wednesday,Subscriber
10.316666666666666,3,,Wednesday,Subscriber
9.15,3,,Wednesday,Subscriber
10.416666666666666,3,,Wednesday,Subscriber
33.6,3,,Wednesday,Customer
25.866666666666667,3,,Wednesday,Subscriber
4.633333333333334,3,,Wednesday,Subscriber
7.816666666666666,3,,Wednesday,Subscriber
2.0,3,,Wednesday,Subscriber
4.583333333333333,3,,Wednesday,Subscriber
6.866666666666666,3,,Wednesday,Subscriber
5.016666666666667,3,,Wednesday,Subscriber
5.883333333333334,3,,Wednesday,Subscriber
13.45,3,,Wednesday,Subscriber
2.2,3,,Wednesday,Subscriber
3.533333333333333,3,,Wednesday,Subscriber
9.15,3,,Wednesday,Subscriber
16.5,3,,Wednesday,Subscriber
2.4166666666666665,3,,Wednesday,Subscriber
16.833333333333332,3,,Wednesday,Subscriber
5.733333333333333,3,,Wednesday,Subscriber
6.566666666666666,3,,Wednesday,Subscriber
2.466666666666667,3,,Wednesday,Subscriber
11.7,3,,Wednesday,Subscriber
17.933333333333334,3,,Wednesday,Subscriber
8.5,3,,Wednesday,Subscriber
8.566666666666666,3,,Wednesday,Subscriber
9.016666666666667,3,,Wednesday,Subscriber
9.933333333333334,3,,Wednesday,Subscriber
4.366666666666666,3,,Wednesday,Subscriber
6.966666666666667,3,,Wednesday,Subscriber
9.783333333333333,3,,Wednesday,Subscriber
24.216666666666665,3,,Wednesday,Subscriber
4.6,3,,Wednesday,Subscriber
6.35,3,,Wednesday,Subscriber
17.133333333333333,3,,Wednesday,Subscriber
4.45,3,,Wednesday,Subscriber
15.066666666666666,3,,Wednesday,Subscriber
6.733333333333333,3,,Wednesday,Subscriber
21.366666666666667,3,,Wednesday,Subscriber
9.533333333333333,3,,Wednesday,Subscriber
9.2,3,,Wednesday,Subscriber
14.833333333333334,3,,Wednesday,Subscriber
3.4166666666666665,3,,Tuesday,Subscriber
10.083333333333334,3,,Tuesday,Subscriber
8.383333333333333,3,,Tuesday,Subscriber
2.6,3,,Tuesday,Subscriber
4.066666666666666,3,,Tuesday,Subscriber
2.7333333333333334,3,,Tuesday,Subscriber
3.8666666666666667,3,,Tuesday,Subscriber
3.1,3,,Tuesday,Subscriber
13.783333333333333,3,,Tuesday,Subscriber
23.583333333333332,3,,Tuesday,Subscriber
5.666666666666667,3,,Tuesday,Subscriber
16.183333333333334,3,,Tuesday,Subscriber
12.233333333333333,3,,Tuesday,Subscriber
12.633333333333333,3,,Tuesday,Subscriber
4.583333333333333,3,,Tuesday,Subscriber
6.633333333333334,3,,Tuesday,Subscriber
32.666666666666664,3,,Tuesday,Customer
10.2,3,,Tuesday,Subscriber
5.2,3,,Tuesday,Subscriber
11.466666666666667,3,,Tuesday,Subscriber
9.866666666666667,3,,Tuesday,Subscriber
23.833333333333332,3,,Tuesday,Subscriber
26.066666666666666,3,,Tuesday,Subscriber
6.95,3,,Tuesday,Subscriber
13.75,3,,Tuesday,Subscriber
6.6,3,,Tuesday,Subscriber
8.033333333333333,3,,Tuesday,Subscriber
4.6,3,,Tuesday,Subscriber
12.266666666666667,3,,Tuesday,Subscriber
14.233333333333333,3,,Tuesday,Subscriber
10.75,3,,Tuesday,Subscriber
14.616666666666667,3,,Tuesday,Subscriber
2.066666666666667,3,,Tuesday,Subscriber
52.75,3,,Tuesday,Customer
1.0166666666666666,3,,Tuesday,Subscriber
6.733333333333333,3,,Tuesday,Subscriber
6.433333333333334,3,,Tuesday,Subscriber
14.6,3,,Tuesday,Subscriber
10.716666666666667,3,,Tuesday,Subscriber
12.316666666666666,3,,Tuesday,Subscriber
16.766666666666666,3,,Tuesday,Subscriber
17.283333333333335,3,,Tuesday,Customer
44.71666666666667,3,,Tuesday,Customer
6.483333333333333,3,,Tuesday,Subscriber
12.133333333333333,3,,Tuesday,Subscriber
8.916666666666666,3,,Tuesday,Subscriber
17.466666666666665,3,,Tuesday,Subscriber
5.183333333333334,3,,Tuesday,Subscriber
23.25,3,,Tuesday,Subscriber
7.983333333333333,3,,Tuesday,Subscriber
6.233333333333333,3,,Tuesday,Subscriber
6.133333333333334,3,,Tuesday,Subscriber
7.616666666666666,3,,Tuesday,Subscriber
9.483333333333333,3,,Tuesday,Subscriber
11.333333333333334,3,,Tuesday,Subscriber
9.583333333333334,3,,Tuesday,Subscriber
20.4,3,,Tuesday,Subscriber
22.433333333333334,3,,Tuesday,Customer
14.983333333333333,3,,Tuesday,Subscriber
2.033333333333333,3,,Tuesday,Subscriber
5.016666666666667,3,,Tuesday,Subscriber
14.766666666666667,3,,Tuesday,Subscriber
11.0,3,,Tuesday,Subscriber
22.95,3,,Tuesday,Subscriber
8.233333333333333,3,,Tuesday,Subscriber
4.566666666666666,3,,Tuesday,Subscriber
7.866666666666666,3,,Tuesday,Subscriber
10.0,3,,Tuesday,Subscriber
5.4,3,,Tuesday,Subscriber
16.0,3,,Tuesday,Customer
7.616666666666666,3,,Tuesday,Subscriber
8.833333333333334,3,,Tuesday,Subscriber
5.7,3,,Tuesday,Subscriber
12.716666666666667,3,,Tuesday,Subscriber
18.05,3,,Tuesday,Customer
19.333333333333332,3,,Tuesday,Subscriber
26.133333333333333,3,,Tuesday,Subscriber
9.15,3,,Tuesday,Subscriber
4.833333333333333,3,,Tuesday,Subscriber
27.616666666666667,3,,Tuesday,Customer
23.983333333333334,3,,Tuesday,Subscriber
10.316666666666666,3,,Tuesday,Subscriber
14.8,3,,Tuesday,Subscriber
5.966666666666667,3,,Tuesday,Subscriber
7.116666666666666,3,,Tuesday,Subscriber
2.75,3,,Tuesday,Subscriber
10.8,3,,Tuesday,Subscriber
7.433333333333334,3,,Tuesday,Customer
11.483333333333333,3,,Tuesday,Subscriber
26.366666666666667,3,,Tuesday,Subscriber
4.783333333333333,3,,Tuesday,Customer
6.4,3,,Tuesday,Subscriber
18.4,3,,Tuesday,Customer
7.866666666666666,3,,Tuesday,Customer
2.8,3,,Tuesday,Subscriber
1.4,3,,Tuesday,Customer
3.816666666666667,3,,Tuesday,Subscriber
24.883333333333333,3,,Tuesday,Subscriber
16.55,3,,Tuesday,Customer
11.1,3,,Tuesday,Subscriber
16.466666666666665,3,,Tuesday,Subscriber
5.416666666666667,3,,Tuesday,Subscriber
2.7666666666666666,3,,Tuesday,Subscriber
3.6666666666666665,3,,Tuesday,Subscriber
32.2,3,,Tuesday,Customer
14.416666666666666,3,,Tuesday,Subscriber
9.65,3,,Tuesday,Subscriber
4.5,3,,Tuesday,Subscriber
2.816666666666667,3,,Tuesday,Subscriber
11.483333333333333,3,,Tuesday,Subscriber
18.85,3,,Tuesday,Customer
15.75,3,,Tuesday,Subscriber
11.633333333333333,3,,Tuesday,Subscriber
15.8,3,,Tuesday,Customer
27.55,3,,Tuesday,Subscriber
7.833333333333333,3,,Tuesday,Subscriber
14.333333333333334,3,,Tuesday,Subscriber
9.0,3,,Tuesday,Customer
24.383333333333333,3,,Tuesday,Customer
9.933333333333334,3,,Tuesday,Subscriber
4.083333333333333,3,,Tuesday,Subscriber
4.95,3,,Tuesday,Subscriber
10.383333333333333,3,,Tuesday,Subscriber
10.233333333333333,3,,Tuesday,Subscriber
10.3,3,,Tuesday,Subscriber
9.833333333333334,3,,Tuesday,Subscriber
18.25,3,,Tuesday,Subscriber
9.383333333333333,3,,Tuesday,Subscriber
5.833333333333333,3,,Tuesday,Subscriber
21.15,3,,Tuesday,Subscriber
10.183333333333334,3,,Tuesday,Subscriber
13.766666666666667,3,,Tuesday,Subscriber
7.566666666666666,3,,Tuesday,Subscriber
15.666666666666666,3,,Tuesday,Subscriber
5.7,3,,Tuesday,Subscriber
3.45,3,,Tuesday,Subscriber
24.733333333333334,3,,Tuesday,Subscriber
16.416666666666668,3,,Tuesday,Subscriber
9.683333333333334,3,,Tuesday,Subscriber
7.483333333333333,3,,Tuesday,Subscriber
12.833333333333334,3,,Tuesday,Subscriber
15.85,3,,Tuesday,Subscriber
9.4,3,,Tuesday,Subscriber
4.583333333333333,3,,Tuesday,Subscriber
3.1166666666666667,3,,Tuesday,Subscriber
4.983333333333333,3,,Tuesday,Subscriber
4.483333333333333,3,,Tuesday,Subscriber
10.283333333333333,3,,Tuesday,Subscriber
2.3833333333333333,3,,Tuesday,Subscriber
6.116666666666666,3,,Tuesday,Subscriber
10.583333333333334,3,,Tuesday,Subscriber
19.15,3,,Tuesday,Subscriber
17.15,3,,Tuesday,Subscriber
30.1,3,,Tuesday,Subscriber
19.466666666666665,3,,Tuesday,Subscriber
11.933333333333334,3,,Tuesday,Subscriber
5.666666666666667,3,,Monday,Subscriber
3.933333333333333,3,,Monday,Subscriber
12.883333333333333,3,,Monday,Subscriber
1.7666666666666666,3,,Monday,Subscriber
18.833333333333332,3,,Monday,Subscriber
8.25,3,,Monday,Subscriber
4.133333333333334,3,,Monday,Subscriber
16.733333333333334,3,,Monday,Subscriber
4.016666666666667,3,,Monday,Subscriber
7.533333333333333,3,,Monday,Subscriber
4.75,3,,Monday,Subscriber
2.7666666666666666,3,,Monday,Subscriber
2.8666666666666667,3,,Monday,Subscriber
14.0,3,,Monday,Customer
7.683333333333334,3,,Monday,Subscriber
19.2,3,,Monday,Subscriber
5.9,3,,Monday,Subscriber
5.9,3,,Monday,Subscriber
20.75,3,,Monday,Subscriber
8.716666666666667,3,,Monday,Subscriber
3.2333333333333334,3,,Monday,Subscriber
12.583333333333334,3,,Monday,Subscriber
8.633333333333333,3,,Monday,Subscriber
9.016666666666667,3,,Monday,Subscriber
7.8,3,,Monday,Subscriber
3.2,3,,Monday,Subscriber
7.316666666666666,3,,Monday,Subscriber
7.333333333333333,3,,Monday,Subscriber
8.166666666666666,3,,Monday,Subscriber
19.0,3,,Monday,Subscriber
8.583333333333334,3,,Monday,Subscriber
4.633333333333334,3,,Monday,Subscriber
8.95,3,,Monday,Subscriber
13.65,3,,Monday,Subscriber
16.166666666666668,3,,Monday,Subscriber
3.6333333333333333,3,,Monday,Subscriber
18.066666666666666,3,,Monday,Subscriber
19.5,3,,Monday,Subscriber
10.066666666666666,3,,Monday,Subscriber
9.1,3,,Monday,Subscriber
18.0,3,,Monday,Subscriber
18.333333333333332,3,,Monday,Customer
4.416666666666667,3,,Monday,Subscriber
42.5,3,,Monday,Customer
15.7,3,,Monday,Subscriber
25.95,3,,Monday,Subscriber
1.7333333333333334,3,,Monday,Subscriber
12.566666666666666,3,,Monday,Subscriber
6.733333333333333,3,,Monday,Subscriber
14.1,3,,Monday,Customer
23.733333333333334,3,,Monday,Subscriber
7.316666666666666,3,,Monday,Subscriber
6.933333333333334,3,,Monday,Subscriber
12.583333333333334,3,,Monday,Subscriber
9.566666666666666,3,,Monday,Subscriber
5.55,3,,Monday,Subscriber
11.833333333333334,3,,Monday,Subscriber
32.68333333333333,3,,Monday,Subscriber
27.633333333333333,3,,Monday,Subscriber
9.65,3,,Monday,Subscriber
5.666666666666667,3,,Monday,Subscriber
2.0166666666666666,3,,Monday,Subscriber
13.966666666666667,3,,Monday,Subscriber
11.283333333333333,3,,Monday,Subscriber
23.666666666666668,3,,Monday,Subscriber
2.6666666666666665,3,,Monday,Subscriber
5.15,3,,Monday,Subscriber
4.75,3,,Monday,Subscriber
8.116666666666667,3,,Monday,Subscriber
9.583333333333334,3,,Monday,Subscriber
6.466666666666667,3,,Monday,Subscriber
5.55,3,,Monday,Subscriber
2.7,3,,Monday,Subscriber
10.933333333333334,3,,Monday,Subscriber
22.283333333333335,3,,Monday,Subscriber
13.716666666666667,3,,Monday,Subscriber
8.733333333333333,3,,Monday,Subscriber
3.033333333333333,3,,Monday,Subscriber
9.833333333333334,3,,Monday,Subscriber
3.6666666666666665,3,,Monday,Subscriber
6.566666666666666,3,,Monday,Subscriber
8.266666666666667,3,,Monday,Subscriber
6.5,3,,Monday,Subscriber
26.966666666666665,3,,Monday,Subscriber
8.166666666666666,3,,Monday,Subscriber
16.1,3,,Monday,Customer
7.283333333333333,3,,Monday,Subscriber
2.783333333333333,3,,Monday,Subscriber
8.966666666666667,3,,Monday,Subscriber
7.7,3,,Monday,Subscriber
4.283333333333333,3,,Monday,Subscriber
12.75,3,,Monday,Subscriber
15.2,3,,Monday,Subscriber
18.266666666666666,3,,Monday,Subscriber
7.883333333333334,3,,Monday,Subscriber
4.666666666666667,3,,Monday,Subscriber
15.933333333333334,3,,Monday,Subscriber
17.966666666666665,3,,Monday,Subscriber
17.65,3,,Monday,Subscriber
20.0,3,,Monday,Subscriber
4.2,3,,Monday,Subscriber
7.283333333333333,3,,Monday,Subscriber
7.733333333333333,3,,Monday,Subscriber
22.25,3,,Monday,Subscriber
10.683333333333334,3,,Monday,Subscriber
4.466666666666667,3,,Monday,Subscriber
4.1,3,,Monday,Subscriber
9.916666666666666,3,,Monday,Subscriber
16.366666666666667,3,,Monday,Subscriber
22.283333333333335,3,,Monday,Subscriber
11.783333333333333,3,,Monday,Subscriber
11.133333333333333,3,,Monday,Subscriber
16.816666666666666,3,,Monday,Subscriber
9.516666666666667,3,,Monday,Subscriber
18.966666666666665,3,,Monday,Subscriber
13.233333333333333,3,,Monday,Subscriber
15.533333333333333,3,,Monday,Subscriber
4.1,3,,Monday,Subscriber
2.0833333333333335,3,,Monday,Subscriber
15.05,3,,Monday,Subscriber
6.9,3,,Monday,Subscriber
4.933333333333334,3,,Monday,Subscriber
5.25,3,,Monday,Subscriber
8.266666666666667,3,,Monday,Subscriber
9.416666666666666,3,,Monday,Subscriber
26.8,3,,Monday,Subscriber
14.9,3,,Monday,Subscriber
5.3,3,,Sunday,Subscriber
75.66666666666667,3,,Sunday,Customer
78.43333333333334,3,,Sunday,Customer
3.9166666666666665,3,,Sunday,Subscriber
4.416666666666667,3,,Sunday,Subscriber
14.583333333333334,3,,Sunday,Subscriber
3.4,3,,Sunday,Subscriber
4.95,3,,Sunday,Subscriber
5.366666666666666,3,,Sunday,Customer
16.316666666666666,3,,Sunday,Customer
20.65,3,,Sunday,Subscriber
8.116666666666667,3,,Sunday,Subscriber
13.566666666666666,3,,Sunday,Subscriber
23.316666666666666,3,,Sunday,Subscriber
7.533333333333333,3,,Sunday,Subscriber
47.63333333333333,3,,Sunday,Customer
9.783333333333333,3,,Sunday,Customer
13.783333333333333,3,,Sunday,Customer
15.75,3,,Sunday,Customer
30.533333333333335,3,,Sunday,Customer
13.266666666666667,3,,Sunday,Subscriber
12.483333333333333,3,,Sunday,Customer
28.133333333333333,3,,Sunday,Customer
3.783333333333333,3,,Sunday,Subscriber
9.716666666666667,3,,Sunday,Subscriber
13.666666666666666,3,,Sunday,Customer
8.05,3,,Sunday,Subscriber
15.55,3,,Sunday,Customer
13.816666666666666,3,,Sunday,Customer
28.866666666666667,3,,Sunday,Subscriber
23.316666666666666,3,,Sunday,Subscriber
29.15,3,,Sunday,Subscriber
8.45,3,,Sunday,Subscriber
18.633333333333333,3,,Sunday,Subscriber
13.116666666666667,3,,Sunday,Subscriber
19.9,3,,Sunday,Subscriber
12.783333333333333,3,,Sunday,Subscriber
60.05,3,,Sunday,Customer
21.133333333333333,3,,Sunday,Customer
9.033333333333333,3,,Sunday,Subscriber
12.266666666666667,3,,Sunday,Customer
2.2333333333333334,3,,Sunday,Subscriber
62.733333333333334,3,,Sunday,Customer
15.616666666666667,3,,Sunday,Customer
16.683333333333334,3,,Sunday,Customer
10.583333333333334,3,,Sunday,Subscriber
16.5,3,,Sunday,Subscriber
9.05,3,,Sunday,Customer
9.2,3,,Sunday,Subscriber
19.666666666666668,3,,Sunday,Customer
14.233333333333333,3,,Sunday,Customer
11.266666666666667,3,,Sunday,Subscriber
6.15,3,,Sunday,Subscriber
16.716666666666665,3,,Sunday,Subscriber
31.233333333333334,3,,Sunday,Customer
19.65,3,,Sunday,Customer
31.883333333333333,3,,Sunday,Customer
4.233333333333333,3,,Sunday,Subscriber
17.0,3,,Sunday,Subscriber
6.45,3,,Sunday,Subscriber
73.51666666666667,3,,Sunday,Customer
14.233333333333333,3,,Sunday,Customer
21.95,3,,Sunday,Customer
2.966666666666667,3,,Sunday,Customer
36.916666666666664,3,,Sunday,Customer
50.53333333333333,3,,Sunday,Subscriber
51.88333333333333,3,,Sunday,Customer
11.166666666666666,3,,Sunday,Customer
15.066666666666666,3,,Sunday,Subscriber
2.5,3,,Sunday,Subscriber
15.216666666666667,3,,Sunday,Subscriber
2.5833333333333335,3,,Sunday,Subscriber
26.066666666666666,3,,Sunday,Customer
11.383333333333333,3,,Sunday,Subscriber
13.3,3,,Sunday,Subscriber
24.35,3,,Sunday,Subscriber
32.93333333333333,3,,Sunday,Customer
21.7,3,,Sunday,Customer
6.866666666666666,3,,Sunday,Subscriber
17.816666666666666,3,,Sunday,Customer
8.5,3,,Sunday,Subscriber
8.25,3,,Sunday,Subscriber
17.533333333333335,3,,Sunday,Subscriber
21.8,3,,Sunday,Customer
20.833333333333332,3,,Sunday,Subscriber
18.35,3,,Sunday,Customer
22.966666666666665,3,,Sunday,Customer
5.966666666666667,3,,Sunday,Subscriber
57.3,3,,Sunday,Customer
24.05,3,,Sunday,Customer
7.483333333333333,3,,Sunday,Subscriber
100.21666666666667,3,,Sunday,Subscriber
18.083333333333332,3,,Sunday,Subscriber
15.833333333333334,3,,Sunday,Subscriber
12.0,3,,Sunday,Subscriber
36.483333333333334,3,,Sunday,Customer
18.783333333333335,3,,Sunday,Subscriber
20.1,3,,Sunday,Customer
7.1,3,,Saturday,Subscriber
4.216666666666667,3,,Saturday,Subscriber
14.883333333333333,3,,Saturday,Subscriber
4.383333333333334,3,,Saturday,Subscriber
9.733333333333333,3,,Saturday,Subscriber
15.533333333333333,3,,Saturday,Subscriber
9.75,3,,Saturday,Subscriber
13.066666666666666,3,,Saturday,Subscriber
8.9,3,,Saturday,Subscriber
1.7166666666666666,3,,Saturday,Subscriber
3.566666666666667,3,,Saturday,Subscriber
3.3333333333333335,3,,Saturday,Subscriber
9.433333333333334,3,,Saturday,Subscriber
33.61666666666667,3,,Saturday,Subscriber
14.216666666666667,3,,Saturday,Customer
8.633333333333333,3,,Saturday,Customer
14.016666666666667,3,,Saturday,Subscriber
